open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1729641600000,2621.79,2629.51,2613.56,2617.86,50201.252,1729643399999,131518551.18354,65069,25358.773,66454562.11312,0
1729643400000,2617.86,2619.89,2611.01,2613.32,26783.723,1729645199999,70022525.52480,42490,15171.880,39666220.20096,0
1729645200000,2613.32,2624.93,2613.17,2621.68,23118.127,1729646999999,60559749.98010,39293,14244.459,37310287.43110,0
1729647000000,2621.68,2625.00,2619.48,2623.24,12079.122,1729648799999,31681570.83316,27714,6694.484,17559186.27732,0
1729648800000,2623.23,2623.95,2613.83,2614.99,17208.133,1729650599999,45058876.88077,35775,6951.672,18204088.72585,0
1729650600000,2614.99,2618.00,2610.00,2612.53,26313.857,1729652399999,68772910.13849,45951,13657.397,35699441.56950,0
1729652400000,2612.53,2617.37,2600.10,2604.36,42869.668,1729654199999,111828498.45574,60193,15673.305,40906461.05915,0
1729654200000,2604.36,2616.98,2601.04,2615.99,42982.355,1729655999999,112161467.34428,60758,28690.842,74864653.53808,0
1729656000000,2616.00,2619.58,2609.26,2614.98,18513.765,1729657799999,48419883.78390,37549,8549.713,22362640.16877,0
1729657800000,2614.98,2617.92,2611.35,2616.90,20095.164,1729659599999,52549595.14381,34405,11818.265,30906843.78220,0
1729659600000,2616.90,2619.26,2611.95,2613.69,15896.217,1729661399999,41577220.71127,33197,7205.006,18846796.71660,0
1729661400000,2613.69,2616.04,2609.10,2614.57,19311.079,1729663199999,50451532.53992,36910,8549.105,22337211.26652,0
1729663200000,2614.58,2624.44,2613.29,2622.44,26336.073,1729664999999,69011377.61545,37883,17198.005,45064580.46481,0
1729665000000,2622.43,2622.73,2610.01,2611.48,32418.996,1729666799999,84810039.18881,44078,10378.735,27146368.32860,0
1729666800000,2611.48,2615.75,2606.27,2613.98,36129.778,1729668599999,94344327.58686,62401,18485.759,48279648.80344,0
1729668600000,2613.99,2614.50,2602.03,2602.10,48509.442,1729670399999,126434392.45692,62795,18624.175,48537680.16683,0
1729670400000,2602.11,2610.45,2583.42,2594.64,156328.664,1729672199999,405985797.41893,160345,71387.292,185472169.57000,0
1729672200000,2594.63,2596.23,2570.25,2575.86,147322.486,1729673999999,380527392.00848,160328,61945.019,160033150.33596,0
1729674000000,2575.86,2579.15,2562.54,2571.93,138978.880,1729675799999,357272453.53099,147588,64977.280,167048729.66776,0
1729675800000,2571.93,2582.01,2571.14,2579.64,51903.431,1729677599999,133815811.24874,72050,30923.552,79719657.42502,0
1729677600000,2579.63,2585.71,2577.80,2585.23,29712.868,1729679399999,76712040.38732,43980,16191.822,41809873.01886,0
1729679400000,2585.22,2588.56,2579.04,2581.29,26208.403,1729681199999,67689158.04851,40712,11059.122,28571853.76231,0
1729681200000,2581.29,2587.30,2580.67,2585.69,17049.495,1729682999999,44062131.89141,33984,10235.951,26454139.92506,0
1729683000000,2585.69,2586.66,2576.81,2580.83,35649.180,1729684799999,91983283.00750,47462,17452.041,45031325.73203,0
