open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1707091200000,2288.66,2293.80,2280.97,2290.55,26834.846,1707092999999,61407273.99566,38624,14086.585,32241042.16994,0
1707093000000,2290.55,2290.55,2277.78,2279.53,30763.755,1707094799999,70188611.39357,43010,13177.281,30062517.51140,0
1707094800000,2279.54,2281.46,2267.62,2277.39,49045.439,1707096599999,111551839.44250,62127,24808.685,56436982.25881,0
1707096600000,2277.39,2283.93,2275.83,2281.88,18772.280,1707098399999,42812499.28086,33825,10717.723,24441649.56433,0
1707098400000,2281.88,2282.47,2276.39,2278.78,14371.620,1707100199999,32765242.22036,26294,7379.561,16824258.16238,0
1707100200000,2278.78,2282.46,2277.44,2280.79,9562.824,1707101999999,21805359.46696,18498,5694.352,12984684.62569,0
1707102000000,2280.78,2286.48,2280.50,2285.24,17626.651,1707103799999,40262663.97122,23473,9933.605,22690180.64566,0
1707103800000,2285.25,2298.01,2284.80,2295.51,32895.299,1707105599999,75345835.11529,36085,20948.727,47985678.57208,0
1707105600000,2295.50,2298.95,2291.01,2296.00,24771.088,1707107399999,56848927.25452,35201,10768.824,24716380.52677,0
1707107400000,2295.99,2298.86,2292.06,2294.29,16298.215,1707109199999,37407381.18595,25987,6303.257,14467451.58155,0
1707109200000,2294.30,2294.57,2288.36,2288.48,18828.580,1707110999999,43143380.61840,27555,6644.680,15226187.82944,0
1707111000000,2288.49,2294.99,2288.48,2294.67,12594.969,1707112799999,28871727.23945,21232,7361.396,16874656.13046,0
1707112800000,2294.68,2297.42,2293.01,2296.80,16762.246,1707114599999,38473476.95126,21600,8695.647,19960309.92628,0
1707114600000,2296.80,2301.80,2293.81,2300.50,23323.902,1707116399999,53589296.24336,27875,15790.517,36284347.44056,0
1707116400000,2300.50,2306.92,2297.45,2306.40,35744.314,1707118199999,82281587.21145,49289,21041.198,48444260.34098,0
1707118200000,2306.40,2311.96,2304.18,2309.74,54505.431,1707119999999,125865014.07682,71231,28760.491,66412702.88083,0
1707120000000,2309.74,2319.70,2309.73,2314.96,86261.068,1707121799999,199780468.98617,81275,43956.631,101809369.66097,0
