open_time,close,EMA10,EMA25,Crossover,Signal,Position,Market_Return,Strategy_Return,Cumulative_Market_Return,Cumulative_Strategy_Return
2022-09-06 08:00:00,19810.1,19848.59237366743,20070.38714495689,0,0,0,,0.0,,0.0
2022-09-06 16:00:00,18781.5,19654.57557845517,19971.241979960207,0,0,0,-0.05192300897017166,-0.0,-0.05192300897017166,0.0
2022-09-07 00:00:00,18791.5,19497.652746008775,19880.492596886346,0,0,0,0.0005324388360887777,0.0,-0.05141821596054519,0.0
2022-09-07 08:00:00,18863.3,19382.315883098086,19802.247012510474,0,0,0,0.003820876460101541,0.0,-0.0477938021514277,0.0
2022-09-07 16:00:00,19287.0,19364.9857225348,19762.612626932743,0,0,0,0.022461605339468838,0.0,-0.02640572233355687,0.0
2022-09-08 00:00:00,19164.0,19328.44286389211,19716.565501784073,0,0,0,-0.006377352620936416,-0.0,-0.03261467635196169,0.0
2022-09-08 08:00:00,19240.4,19312.43507045718,19679.937386262223,0,0,0,0.003986641619703635,0.0,-0.028758057758416,0.0
2022-09-08 16:00:00,19309.3,19311.86505764678,19651.426818088206,0,0,0,0.003581006631878658,0.0,-0.025280033922090217,0.0
2022-09-09 00:00:00,20623.6,19550.362319892818,19726.20937054296,0,0,0,0.0680656471234069,0.0,0.041064911333107856,0.0
2022-09-09 08:00:00,21258.5,19860.932807185032,19844.077880501198,1,1,1,0.030785119959658047,0.0,0.07311421951428843,0.0
2022-09-09 16:00:00,21352.0,20132.03593315139,19960.071889693416,0,0,1,0.004398240703718415,0.004398240703718415,0.07783403415429513,0.004398240703718415
2022-09-10 00:00:00,21274.9,20339.829399851136,20061.212513563154,0,0,1,-0.0036109029599099562,-0.0036109029599099562,0.07394208005007563,0.0007714561234331008
2022-09-10 08:00:00,21213.3,20498.642236241838,20149.83462790445,0,0,1,-0.0028954307658320966,-0.0028954307658320966,0.0708325551107769,-0.0021262083401932808
2022-09-10 16:00:00,21639.5,20706.070920561502,20264.424271911797,0,0,1,0.020091169219310645,0.020091169219310645,0.09234683318105441,0.017922242867558946
2022-09-11 00:00:00,21599.9,20868.58529864123,20367.153174072428,0,0,1,-0.0018299868296401955,-0.0018299868296401955,0.09034785286293401,0.01605945856951352
2022-09-11 08:00:00,21633.9,21007.733426161005,20464.59523760532,0,0,1,0.0015740813614877336,0.0015740813614877336,0.09206414909566374,0.017658818825411204
