open_time,open,high,low,close,volume,quote_volume,count,taker_buy_volume,taker_buy_quote_volume
2023-11-28 00:00:00,2027.57,2041.36,2022.29,2033.79,121301.121,246605382.13893,100132,65559.879,133314292.35468
2023-11-28 01:00:00,2033.79,2034.48,2024.04,2026.36,68747.226,139403313.87141,58838,31899.464,64680330.27815
2023-11-28 02:00:00,2026.36,2029.4,2020.01,2026.45,55148.695,111657553.52879,54959,27063.115,54803149.48396
2023-11-28 03:00:00,2026.45,2032.12,2023.2,2027.25,36492.468,73962380.649,41030,17943.495,36373505.93039
2023-11-28 04:00:00,2027.25,2029.72,2017.0,2019.13,49439.032,100016081.25215,57123,21777.944,44069388.69824
2023-11-28 05:00:00,2019.14,2020.19,1997.04,1997.32,207713.136,416925358.10517,145830,99015.339,198754583.27096
2023-11-28 06:00:00,1997.31,2014.64,1994.85,2013.39,133458.498,267705466.02935,107319,71038.947,142499079.03345
2023-11-28 07:00:00,2013.39,2017.1,2001.77,2014.17,90766.875,182398644.92852,90128,43908.793,88255168.35129
2023-11-28 08:00:00,2014.18,2015.7,2005.42,2006.28,65747.243,132169867.68184,77058,32177.403,64688989.8089
2023-11-28 09:00:00,2006.28,2021.0,2005.56,2018.47,74818.819,150756648.68796,78765,41445.543,83510842.83509
2023-11-28 10:00:00,2018.47,2021.39,2013.44,2020.81,69424.479,140042647.36165,64608,36237.74,73109688.14361
2023-11-28 11:00:00,2020.81,2029.0,2018.3,2027.98,80688.252,163328878.60789,85232,42541.694,86106814.42697
2023-11-28 12:00:00,2027.99,2029.09,2021.18,2022.95,61204.188,123929647.52873,63843,27120.867,54912512.97808
2023-11-28 13:00:00,2022.95,2036.65,2019.18,2034.79,113821.395,230956244.70521,103980,63347.473,128542705.2588
2023-11-28 14:00:00,2034.8,2042.51,2030.0,2031.02,109271.197,222423118.18579,108307,55104.782,112184930.12207
2023-11-28 15:00:00,2031.01,2039.61,2024.21,2036.3,138588.315,281718327.5493,125495,67364.429,136955563.22501
2023-11-28 16:00:00,2036.31,2064.0,2034.93,2056.18,278311.65,570458825.02536,223002,150774.434,309054081.98468
2023-11-28 17:00:00,2056.18,2075.87,2050.1,2072.19,258992.866,535202633.83513,221306,135420.634,279869260.90049
2023-11-28 18:00:00,2072.2,2073.27,2051.15,2057.02,165934.395,342037305.46568,144849,73987.554,152507235.49361
2023-11-28 19:00:00,2057.01,2069.1,2055.29,2059.13,139492.733,287561882.70796,124784,71261.026,146908596.79903
2023-11-28 20:00:00,2059.12,2065.4,2054.31,2062.79,76477.805,157528659.95317,79155,40215.716,82845706.75992
2023-11-28 21:00:00,2062.79,2064.38,2052.0,2053.5,70169.879,144448143.19555,72680,32860.535,67646571.78498
2023-11-28 22:00:00,2053.5,2058.37,2042.4,2049.18,68867.327,141283401.25977,71228,32008.995,65696497.91745
2023-11-28 23:00:00,2049.18,2054.18,2043.63,2048.2,66701.853,136654333.47175,75874,32873.498,67349926.28934
2023-11-29 00:00:00,2048.21,2051.46,2039.0,2051.0,104856.248,214414648.78368,92266,52602.661,107572820.50738
2023-11-29 01:00:00,2051.01,2057.87,2050.3,2050.44,74385.005,152785241.11319,76853,39415.155,80958900.00959
2023-11-29 02:00:00,2050.45,2053.17,2046.62,2049.57,42503.973,87118898.56167,54030,20581.843,42188638.75191
2023-11-29 03:00:00,2049.56,2054.43,2048.04,2053.45,39970.5,81991321.88279,47865,22910.742,47000536.00243
2023-11-29 04:00:00,2053.45,2055.8,2049.5,2054.53,32318.535,66325893.74195,42711,16366.879,33595518.59458
2023-11-29 05:00:00,2054.54,2056.49,2047.18,2053.53,45058.448,92458680.19761,46562,22173.245,45506856.29938
2023-11-29 06:00:00,2053.49,2063.8,2050.06,2062.01,81025.515,166737736.43487,73935,46101.593,94887255.18738
2023-11-29 07:00:00,2062.01,2062.28,2054.4,2057.55,47778.71,98360230.88996,57047,19915.829,40997452.42969
2023-11-29 08:00:00,2057.55,2072.0,2054.3,2071.2,95078.011,196213645.50999,94130,55274.332,114089289.91678
2023-11-29 09:00:00,2071.21,2077.0,2062.0,2066.1,125695.81,259947735.801,122580,60581.684,125307903.98283
2023-11-29 10:00:00,2066.1,2066.78,2044.41,2048.03,164775.396,338498462.81517,143164,68719.669,141163582.18448
2023-11-29 11:00:00,2047.99,2056.9,2045.35,2052.58,67462.953,138459938.89666,70358,33827.38,69425473.6031
2023-11-29 12:00:00,2052.58,2060.62,2049.78,2053.76,68669.441,141160697.48819,70612,32409.857,66625851.00848
2023-11-29 13:00:00,2053.76,2062.08,2051.5,2053.3,82321.281,169274267.17259,76466,37657.649,77457686.45881
2023-11-29 14:00:00,2053.31,2058.84,2032.0,2036.1,191590.872,391709960.04628,157730,88156.959,180276048.36429
2023-11-29 15:00:00,2036.1,2040.61,2020.0,2031.53,250259.206,507553579.95993,205324,117888.0,239107803.87063
2023-11-29 16:00:00,2031.52,2033.83,2018.56,2025.93,148271.777,300290078.82737,124175,70621.27,143018122.43477
2023-11-29 17:00:00,2025.92,2037.9,2020.02,2032.62,80345.077,162954642.22465,76152,43283.426,87790017.03689
2023-11-29 18:00:00,2032.62,2037.85,2028.0,2037.28,68148.706,138551077.79319,64312,32803.881,66703346.80159
2023-11-29 19:00:00,2037.28,2042.21,2032.83,2038.47,65889.759,134256964.92615,59340,35774.972,72894451.11058
2023-11-29 20:00:00,2038.48,2039.87,2018.97,2026.56,87935.581,178299185.01973,80247,38110.195,77248229.50665
2023-11-29 21:00:00,2026.56,2030.38,2022.03,2028.85,52914.37,107277057.93926,51364,27253.063,55257460.27513
2023-11-29 22:00:00,2028.85,2032.32,2027.81,2028.53,28299.711,57457707.60676,30183,13874.84,28169771.0596
2023-11-29 23:00:00,2028.54,2030.88,2024.28,2028.41,44744.37,90723679.77893,47176,21428.399,43447218.26854
2023-11-30 00:00:00,2028.41,2033.53,2024.25,2026.0,48500.758,98380776.42111,52814,24146.709,48977759.12401
2023-11-30 01:00:00,2026.0,2030.0,2022.0,2024.46,49966.148,101231127.97467,51610,23756.412,48131166.08796
2023-11-30 02:00:00,2024.45,2036.42,2023.55,2035.32,53474.356,108644643.58803,52580,29047.864,59015957.32847
2023-11-30 03:00:00,2035.33,2040.75,2029.52,2040.08,68317.154,139040384.56609,57095,34386.467,69994455.84425
2023-11-30 04:00:00,2040.09,2043.7,2034.66,2035.85,109210.857,222702822.75801,82736,54375.922,110885595.8587
2023-11-30 05:00:00,2035.86,2038.41,2031.03,2033.66,55635.543,113192706.4411,49049,25056.904,50980509.78626
2023-11-30 06:00:00,2033.65,2038.8,2031.16,2034.75,50158.126,102046046.85257,48911,24371.116,49586151.41359
2023-11-30 07:00:00,2034.75,2038.74,2032.52,2035.51,43654.226,88853070.68925,41670,22111.554,45009985.36338
2023-11-30 08:00:00,2035.52,2036.65,2020.4,2025.64,96499.578,195604784.92006,91827,43779.501,88738179.83458
2023-11-30 09:00:00,2025.63,2032.54,2022.0,2028.79,54746.765,110998680.37804,59858,28199.66,57178372.87334
2023-11-30 10:00:00,2028.79,2033.68,2027.57,2029.81,39945.245,81126180.19048,42120,20359.895,41352111.52408
2023-11-30 11:00:00,2029.8,2046.97,2028.31,2045.23,94824.081,193292862.94525,82273,54826.236,111775749.00775
2023-11-30 12:00:00,2045.23,2052.78,2042.95,2045.26,112478.21,230318121.12343,101214,58515.343,119828817.09186
2023-11-30 13:00:00,2045.27,2048.79,2029.76,2034.99,153290.696,312836497.85209,124822,73253.33,149537427.46049
2023-11-30 14:00:00,2034.99,2035.78,2024.24,2029.65,143115.33,290494708.53768,126771,66287.034,134554727.98266
2023-11-30 15:00:00,2029.65,2039.48,2025.8,2033.29,135071.282,274600211.6852,114031,71310.324,144978924.46809
2023-11-30 16:00:00,2033.29,2039.25,2028.29,2034.79,78436.174,159572663.52777,71128,41532.837,84506616.08055
