1651276800000,38572.20,38782.60,38471.60,38634.90,37369.019,1651305599999,1444056245.70196,429825,19171.848,740978579.60791,0
1651305600000,38634.90,38678.80,38135.00,38439.90,62335.598,1651334399999,2397425302.77495,656364,29697.558,1142355419.32372,0
1651334400000,38439.80,38587.40,37550.00,37614.50,82105.765,1651363199999,3126608627.80529,951308,38441.878,1464458962.83141,0
