1649289600000,43159.80,43550.50,42685.00,43416.60,75778.365,1649318399999,3274736549.01868,791217,37466.713,1619541289.01525,0
1649318400000,43416.60,43888.00,42996.00,43305.00,93775.102,1649347199999,4076622778.99280,944999,46374.670,2016332412.00445,0
1649347200000,43305.00,43816.30,43173.00,43417.10,60014.513,1649375999999,2611304089.58408,615838,30333.622,1320033666.09729,0
