open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1720742400000,57315.70,57554.40,56500.10,57071.40,72405.278,1720771199999,4128395218.66376,903482,35690.072,2035121422.16652,0
1720771200000,57071.40,58255.40,56740.60,58188.90,90875.322,1720799999999,5221545787.14299,1143825,46452.906,2669596880.68184,0
1720800000000,58188.90,58500.00,57107.70,57870.00,74820.016,1720828799999,4330298857.88270,876051,36309.933,2102415127.66010,0
