open_time,open,high,low,close,volume,quote_volume,count,taker_buy_volume,taker_buy_quote_volume
2022-03-28 00:00:00,46820.9,47731.2,46651.2,46984.5,96160.153,4521487212.98488,975240.0,48512.432,2282080680.9007
2022-03-28 08:00:00,46984.5,47948.0,46834.8,47410.9,107494.999,5094936497.21334,1100020.0,54506.51,2583878207.34629
2022-03-28 16:00:00,47410.9,48200.0,46855.0,47121.9,113910.63,5426816228.94753,1073973.0,55296.196,2635354658.12498
2022-03-29 00:00:00,47121.8,47752.2,47042.5,47330.1,56780.845,2694315107.30056,567844.0,28067.701,1331854429.81512
2022-03-29 08:00:00,47330.0,48100.0,47312.0,47424.0,106614.548,5087913546.45192,964001.0,52876.714,2523774211.87224
2022-03-29 16:00:00,47424.0,47880.0,46911.0,47418.5,95645.442,4533438862.45306,875222.0,47929.921,2272399660.2163
2022-03-30 00:00:00,47418.5,47585.4,46535.0,47371.6,74167.95,3498714818.83528,709052.0,35731.068,1686284842.96308
2022-03-30 08:00:00,47371.5,47506.4,46850.0,47153.7,78513.668,3704876131.26502,769557.0,38161.783,1800958578.32483
2022-03-30 16:00:00,47151.0,47688.6,46819.9,47053.2,82328.274,3885795830.94862,800405.0,40858.229,1928687693.83042
2022-03-31 00:00:00,47053.1,47408.7,46890.0,47140.0,40438.875,1905617918.35936,410756.0,20300.974,956706741.19393
2022-03-31 08:00:00,47140.0,47619.4,46200.0,46450.0,135908.789,6372345938.67249,1199292.0,66323.757,3110294873.67378
2022-03-31 16:00:00,46450.1,46495.6,45185.0,45506.0,123489.946,5655468131.79537,1094476.0,58020.549,2657729933.49827
2022-04-01 00:00:00,45505.9,45638.9,44206.2,44993.8,128106.311,5740514080.78869,1045488.0,60502.944,2711705906.17153
2022-04-01 08:00:00,44993.7,46700.0,44680.9,46523.5,158769.656,7238432588.23873,1330992.0,80474.518,3670112539.05065
2022-04-01 16:00:00,46523.6,46585.3,45883.9,46266.2,73858.586,3419160624.57067,701416.0,35992.749,1666417642.10471
2022-04-02 00:00:00,46266.2,47236.8,46056.8,46578.0,67299.006,3137513746.50859,658074.0,34121.11,1590933924.25118
2022-04-02 08:00:00,46577.9,46947.8,46112.5,46284.1,76997.132,3586207627.46539,717689.0,37084.768,1727407360.42253
2022-04-02 16:00:00,46284.0,46499.0,45600.0,45794.6,82117.219,3782676234.93218,711323.0,39388.978,1814830535.56563
2022-04-03 00:00:00,45792.3,46586.1,45501.0,46363.7,57175.834,2631675264.14414,516132.0,29005.239,1335332131.18216
2022-04-03 08:00:00,46363.7,46715.0,46068.5,46397.9,59063.072,2739200405.18909,619599.0,28498.824,1321785121.6415
2022-04-03 16:00:00,46398.0,47448.0,46192.2,46392.4,96350.107,4498172512.33348,872042.0,48385.646,2259609164.85938
2022-08-11 00:00:00,23941.0,24760.0,23907.6,24429.5,266920.427,6507870863.66556,1977397.0,138233.169,3370754278.62596
2022-08-11 08:00:00,24429.4,24972.0,24261.8,24336.6,304313.539,7482759410.80848,2287196.0,151871.905,3735047118.39599
2022-08-11 16:00:00,24336.4,24413.7,23840.6,23917.2,189221.279,4571557093.48925,1563695.0,90279.772,2181887340.47768
2022-08-12 00:00:00,23917.3,24088.0,23750.0,23949.2,118044.16,2824504411.18042,1087697.0,58050.714,1389256795.7522
2022-08-12 08:00:00,23949.2,24149.5,23560.0,23966.7,207370.748,4942326597.81192,1597859.0,101983.214,2431021770.5028
2022-08-12 16:00:00,23966.7,24438.8,23938.5,24387.5,152319.137,3679503079.81576,1252458.0,78123.774,1887497945.83016
2022-08-13 00:00:00,24387.5,24879.0,24319.3,24566.1,183816.864,4528929068.77642,1478372.0,95103.34,2343276661.44216
2022-08-13 08:00:00,24566.1,24647.7,24267.5,24501.8,167073.242,4087049099.66643,1355089.0,83006.738,2030850780.91806
2022-08-13 16:00:00,24501.8,24584.5,24309.7,24429.0,80203.553,1961189487.13948,803223.0,39906.933,975896665.2721
2022-08-14 00:00:00,24429.0,25065.0,24332.1,24867.1,145551.886,3593753030.84829,1149981.0,76885.983,1898972859.15209
